property_id,roof_data_date,street,city,state,zip,full_address,visual_score,detection_types,detections,image_ref,all_sales,relevant_sale_date,relevant_sale_amount
131228,2019-01-02T12:13:04.842-08:00,7575 Gateway Blvd,Newark,CA,94560,"7575 Gateway Blvd, Newark, CA 94560",77.42220490722656,"{shape,debris,patching,wear,staining,pool,rust,damage,ponding,material,overhang}","{Flat,Moderate,None,No,Minor,""No Swimming Pool"",None,Undamaged,Moderate,PVC/TPO,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131228/xLXsyxZNc.jpeg,[],null,null
131235,2019-01-02T14:03:38.243-08:00,643 7th St.,San Francisco,CA,94103,"643 7th St., San Francisco, CA 94103",16.0400390625,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,""Metal Panel"",Moderate,Undamaged,None,""No Swimming Pool"",Prevalent,Identified,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131235/J3Z8z7kne.jpeg,[],null,null
131243,2019-01-03T06:01:22.880-08:00,1804 Rutherford Ln,Austin,TX,78752,"1804 Rutherford Ln, Austin, TX 78752",99.71570377673383,"{shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,""Metal Panel"",PVC/TPO,None,Undamaged,None,""No Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131243/yfHNrjynu.jpeg,"[{'salesearchdate': '2017-7-18', 'saleTransDate': '2017-7-18', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000115273', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-6-28', 'saleTransDate': '2013-6-28', 'amount': {'saleamt': 0, 'salerecdate': '2013-6-28', 'saledisclosuretype': 2, 'saledocnum': '0000120090', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2010-7-9', 'saleTransDate': '2010-7-9', 'amount': {'saleamt': 0, 'salerecdate': '2010-7-13', 'saledisclosuretype': 2, 'saledocnum': '0000100215', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131244,2019-01-03T07:38:57.275-08:00,918 N Highland St,Gastonia,NC,28052,"918 N Highland St, Gastonia, NC 28052",92.86118294536405,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,EPDM,None,Undamaged,None,""No Swimming Pool"",None,No,None,Moderate}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131244/2-7vvwZim.jpeg,"[{'salesearchdate': '2018-11-6', 'saleTransDate': '2018-11-6', 'amount': {'saleamt': 500000, 'salerecdate': '2018-11-9', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 33}}, {'salesearchdate': '2009-4-6', 'saleTransDate': '2009-4-6', 'amount': {'saleamt': 407000, 'salerecdate': '2009-4-6', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 27}}]",null,null
131245,2019-01-03T08:10:34.184-08:00,1732 Westheimer Rd,Houston,TX,77098,"1732 Westheimer Rd, Houston, TX 77098",44.189148793090865,"{patching,shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,debris}","{None,Flat,Medium,""Metal Panel"",PVC/TPO,Moderate,Undamaged,None,""No Swimming Pool"",Prevalent,No,Moderate}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131245/QC4oC1pTG.jpeg,[],null,null
131246,2019-01-03T08:18:27.770-08:00,11335 Charles Rd,Jersey Village,TX,77041,"11335 Charles Rd, Jersey Village, TX 77041",76.00382175969976,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Gable,None,""Metal Panel"",None,Undamaged,None,""No Swimming Pool"",None,No,Moderate,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131246/HLFDokbr5.jpeg,"[{'salesearchdate': '2013-8-28', 'saleTransDate': '2013-8-28', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000507316', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-8-28', 'saleTransDate': '2013-8-28', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000539630', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2011-8-10', 'saleTransDate': '2011-8-10', 'amount': {'saleamt': 0, 'salerecdate': '2011-9-6', 'saledisclosuretype': 2, 'saledocnum': '0000374436', 'saletranstype': 'Construction Loan/Financing'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2008-8-28', 'saleTransDate': '2008-8-28', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000499421', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2008-2-25', 'saleTransDate': '2008-2-25', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000122196', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '000W988928', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '000W988930', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131247,2019-01-03T08:27:36.050-08:00,726 Connecticut Ave,Norwalk,CT,06854,"726 Connecticut Ave, Norwalk, CT 06854",65.41658451038086,"{staining,pool,rust,damage,ponding,material,overhang,shape,shape,patching,debris,wear}","{None,""No Swimming Pool"",None,Undamaged,None,""Asphalt Shingle"",Low,Hip,Flat,Moderate,Moderate,No}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131247/VP1GmE1tJ.jpeg,"[{'salesearchdate': '1987-7-29', 'amount': {'saleamt': 0, 'salerecdate': '1987-7-29', 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-3-5', 'amount': {'saleamt': 1, 'salerecdate': '2012-3-5', 'saledisclosuretype': 0, 'saledocnum': '7547-158', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131248,2019-01-03T08:29:33.102-08:00,19210 I-10,San Antonio,TX,78257,"19210 I-10, San Antonio, TX 78257",96.23759797847491,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,PVC/TPO,None,Undamaged,None,""No Swimming Pool"",Minor,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131248/2-cMgXi6C.jpeg,[],null,null
131249,2019-01-03T08:31:31.320-08:00,310 Ardmore Hwy,Fayetteville,TN,37334,"310 Ardmore Hwy, Fayetteville, TN 37334",99.71570377673383,"{ponding,damage,rust,pool,staining,wear,patching,debris,overhang,shape,material}","{None,Undamaged,None,""No Swimming Pool"",None,No,None,None,None,Gable,""Metal Panel""}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131249/nQEVDZjSj.jpeg,"[{'salesearchdate': '2017-5-30', 'saleTransDate': '2017-5-30', 'amount': {'saleamt': 47100, 'salerecdate': '2017-6-2', 'saledisclosuretype': 0, 'saledocnum': '0000002244', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 31}}, {'salesearchdate': '2014-7-31', 'saleTransDate': '2014-7-31', 'amount': {'saleamt': 45000, 'salerecdate': '2014-7-31', 'saledisclosuretype': 0, 'saledocnum': '0000003127', 'saletranstype': 'REO (Transfer to Lender)'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 30}}, {'salesearchdate': '2010-7-23', 'saleTransDate': '2010-7-23', 'amount': {'saleamt': 43500, 'salerecdate': '2010-7-29', 'saledisclosuretype': 0, 'saledocnum': '0000003083', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 29}}, {'salesearchdate': '2010-3-10', 'saleTransDate': '2010-3-10', 'amount': {'saleamt': 41444, 'salerecdate': '2010-3-15', 'saledisclosuretype': 0, 'saledocnum': '0000001032', 'saletranstype': 'REO (Transfer to Lender)'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 28}}, {'salesearchdate': '2006-12-15', 'saleTransDate': '2006-12-15', 'amount': {'saleamt': 76000, 'salerecdate': '2006-12-21', 'saledisclosuretype': 0, 'saledocnum': '0000007337', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 51}}]",null,null
131250,2019-01-03T08:35:09.138-08:00,305 N Grove St,Blue Earth,MN,56013,"305 N Grove St, Blue Earth, MN 56013",76.00382175969976,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,""Rolled Asphalt"",None,Undamaged,None,""No Swimming Pool"",None,Probable,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131250/D2AUe9f_4.jpeg,[],null,null
131251,2019-01-03T08:40:26.026-08:00,10333 Huebner Rd,San Antonio,TX,78240,"10333 Huebner Rd, San Antonio, TX 78240",86.40389733548409,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Gable,Low,""Metal Panel"",None,Undamaged,None,""No Swimming Pool"",None,No,None,Moderate}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131251/AjslNLOIA.jpeg,"[{'salesearchdate': '2013-4-8', 'saleTransDate': '2013-4-8', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000091726', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-3-28', 'saleTransDate': '2013-3-28', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000061247', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-10-3', 'saleTransDate': '2012-10-3', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000196026', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-10-3', 'saleTransDate': '2012-10-3', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000199736', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-8-24', 'saleTransDate': '2012-8-24', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000185620', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131252,2019-01-03T09:26:55.225-08:00,905 Wheeler Way,Langhorne,PA,19047,"905 Wheeler Way, Langhorne, PA 19047",39.89544406767593,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,PVC/TPO,Moderate,Undamaged,None,""No Swimming Pool"",Prevalent,Probable,Moderate,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131252/A5JZQv4Ps.jpeg,"[{'salesearchdate': '2016-5-12', 'saleTransDate': '2016-5-12', 'amount': {'saleamt': 0, 'salerecdate': '2016-5-26', 'saledisclosuretype': 0, 'saledocnum': '0000029749', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131253,2019-01-03T09:28:58.575-08:00,10 Steel Rd E,Morrisville,PA,19067,"10 Steel Rd E, Morrisville, PA 19067",89.58406610011673,"{staining,material,ponding,damage,rust,pool,wear,patching,debris,overhang,shape}","{Minor,""Metal Panel"",None,Undamaged,None,""No Swimming Pool"",No,None,Moderate,None,Flat}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131253/BQpCQGhdk.jpeg,"[{'salesearchdate': '2016-5-12', 'saleTransDate': '2016-5-12', 'amount': {'saleamt': 0, 'salerecdate': '2016-5-26', 'saledisclosuretype': 0, 'saledocnum': '0000029750', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131255,2019-01-03T09:32:12.882-08:00,3259 Easton Ave,Bethlehem,PA,18020,"3259 Easton Ave, Bethlehem, PA 18020",73.23195019750001,"{debris,staining,pool,rust,damage,ponding,material,overhang,shape,wear,patching}","{None,Minor,""No Swimming Pool"",None,Undamaged,None,""Asphalt Shingle"",None,Gable,No,Moderate}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131255/4U1zp06V-.jpeg,"[{'salesearchdate': '2018-4-3', 'saleTransDate': '2018-4-3', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000009125', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2011-5-4', 'saleTransDate': '2011-5-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000014255', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2011-5-4', 'saleTransDate': '2011-5-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000014612', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2008-11-25', 'saleTransDate': '2008-11-25', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000046259', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131254,2019-01-03T09:43:07.539-08:00,1410 Grape St,Fullerton,PA,18052,"1410 Grape St, Fullerton, PA 18052",96.23759797847491,"{wear,staining,shape,shape,pool,rust,damage,ponding,material,material,overhang,debris,patching}","{No,Minor,Flat,Conical,""No Swimming Pool"",None,Undamaged,None,PVC/TPO,""Asphalt Shingle"",None,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131254/-Q17ApZZB.jpeg,[],null,null
131257,2019-01-03T09:44:32.547-08:00,10 Industrial Way,Denver,PA,17517,"10 Industrial Way, Denver, PA 17517",49.84332744690853,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Gable,None,""Metal Panel"",None,Undamaged,Moderate,""No Swimming Pool"",Minor,No,Moderate,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131257/4OYawRWHo.jpeg,"[{'salesearchdate': '2016-5-5', 'saleTransDate': '2016-5-5', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006264217', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-5-5', 'saleTransDate': '2016-5-5', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006264218', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-5-5', 'saleTransDate': '2016-5-5', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006264221', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2015-9-1', 'saleTransDate': '2015-9-1', 'amount': {'saleamt': 3000000, 'salerecdate': '2015-9-2', 'saledisclosuretype': 0, 'saledocnum': '0006223633', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 45}}, {'salesearchdate': '2014-2-28', 'saleTransDate': '2014-2-28', 'amount': {'saleamt': 3500000, 'salerecdate': '2014-3-3', 'saledisclosuretype': 0, 'saledocnum': '0006132270', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 52}}, {'salesearchdate': '2013-8-22', 'saleTransDate': '2013-8-22', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006100290', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-8-22', 'saleTransDate': '2013-8-22', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006100291', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-8-22', 'saleTransDate': '2013-8-22', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006100292', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-8-22', 'saleTransDate': '2013-8-22', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0006100293', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-1-31', 'saleTransDate': '2012-1-31', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0005981335', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-1-31', 'saleTransDate': '2012-1-31', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0005981336', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2006-5-24', 'saleTransDate': '2006-5-24', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0005528631', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0005233419', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131256,2019-01-03T09:52:02.978-08:00,3305 W 2nd St,Trainer,PA,19061,"3305 W 2nd St, Trainer, PA 19061",83.31836850866793,"{patching,shape,overhang,material,material,material,ponding,damage,rust,pool,staining,wear,debris}","{None,Flat,None,Ballasted,EPDM,""Roof Coating"",Moderate,Undamaged,None,""No Swimming Pool"",Minor,No,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131256/ZE19r7M7X.jpeg,"[{'salesearchdate': '2006-7-21', 'saleTransDate': '2006-7-21', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0038760803', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131258,2019-01-03T09:52:11.869-08:00,2316 Norman Rd,Lancaster,PA,17601,"2316 Norman Rd, Lancaster, PA 17601",96.23759797847491,"{patching,wear,staining,pool,rust,damage,ponding,material,overhang,shape,debris}","{None,No,Minor,""No Swimming Pool"",None,Undamaged,None,""Metal Panel"",None,Gable,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131258/KFaqgZycE.jpeg,[],null,null
131260,2019-01-03T10:29:43.454-08:00,4801 Line Ave,Shreveport,LA,71106,"4801 Line Ave, Shreveport, LA 71106",36.716117409906175,"{shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,""Modified Bitumen"",PVC/TPO,Moderate,Undamaged,None,""No Swimming Pool"",Prevalent,Probable,Moderate,Moderate}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131260/totOMJUvV.jpeg,[],null,null
131108,2019-01-03T12:57:12.254-08:00,520 S. 2nd St.,Princenton,TX,75407,"520 S. 2nd St., Princenton, TX 75407",73.23195019750001,"{ponding,material,debris,shape,overhang,patching,wear,staining,pool,rust,damage}","{None,""Asphalt Shingle"",None,Hip,None,Moderate,No,Minor,""No Swimming Pool"",None,Undamaged}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131108/K0AWbj17H.jpeg,[],null,null
131113,2019-01-03T12:59:46.859-08:00,3280 Cedar Plaza Lane,Dallas,TX,75235,"3280 Cedar Plaza Lane, Dallas, TX 75235",99.71570377673383,"{shape,debris,patching,wear,staining,pool,rust,damage,ponding,material,overhang}","{""Partial Hip"",None,None,No,None,""Swimming Pool"",None,Undamaged,None,""Asphalt Shingle"",None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131113/ZAFR_mNfv.jpeg,[],null,null
131129,2019-01-03T13:07:51.546-08:00,1705 NE Green Oaks,Arlington,TX,76006,"1705 NE Green Oaks, Arlington, TX 76006",92.86118294536405,"{ponding,debris,patching,wear,staining,pool,rust,damage,material,overhang,shape}","{None,None,None,No,None,""Swimming Pool"",None,Undamaged,""Asphalt Shingle"",Low,Gable}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131129/WU-UnM3C0.jpeg,[],null,null
131146,2019-01-03T13:14:23.327-08:00,1357 12th Ave NE,Norman,OK,73071,"1357 12th Ave NE, Norman, OK 73071",31.6601929728,"{overhang,shape,debris,patching,wear,staining,pool,rust,damage,ponding,material,material,material}","{Low,Flat,None,Moderate,No,Minor,""Swimming Pool"",None,Undamaged,Major,""Roof Coating"",PVC/TPO,""Modified Bitumen""}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131146/B9RkR8GM3.jpeg,[],null,null
131150,2019-01-03T13:18:39.702-08:00,7920 Collin David South Dr.,McKinney,TX,75070,"7920 Collin David South Dr., McKinney, TX 75070",86.40389733548409,"{ponding,damage,rust,pool,staining,wear,debris,shape,patching,overhang,material}","{Moderate,Undamaged,None,""Swimming Pool"",None,No,None,""Partial Hip"",None,None,""Asphalt Shingle""}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131150/Jy0FzF5-j.jpeg,[],null,null
131164,2019-01-03T13:29:11.219-08:00,3900 Riverwalk Drive - Management Office Buildings 2 3 and 7,Flower Mound,TX,75028,"3900 Riverwalk Drive - Management Office Buildings 2 3 and 7, Flower Mound, TX 75028",86.40389733548409,"{shape,shape,overhang,material,material,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,""Partial Hip"",None,""Asphalt Shingle"",""Metal Panel"",PVC/TPO,Moderate,Undamaged,None,""Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131164/riqQpy3zc.jpeg,[],null,null
131180,2019-01-03T13:30:24.442-08:00,8400-1 - 8400-4 NE 36th St.,Spencer,OK,73084,"8400-1 - 8400-4 NE 36th St., Spencer, OK 73084",99.71570377673383,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{""Partial Hip"",None,""Asphalt Shingle"",None,Undamaged,None,""No Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131180/seXKQU6Cf.jpeg,[],null,null
131281,2019-01-04T05:23:33.601-08:00,70 STAR STREET,JACKSON,OH,45640,"70 STAR STREET, JACKSON, OH 45640",73.23195019750001,"{material,shape,material,ponding,damage,rust,pool,staining,wear,patching,debris,overhang}","{""Asphalt Shingle"",Gable,""Metal Panel"",None,Undamaged,None,""No Swimming Pool"",Minor,No,Moderate,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131281/tM_9Agpr8.jpeg,[],null,null
